student_id,nom,prenom,genre,institution_id,institution_name,programme,niveau,annee_inscription,ville_origine,boursier,moyenne_s1,moyenne_s2,nb_absences_s1,nb_absences_s2,statut,annee_academique
ETU-ED6A88EA,Hamdi,Anis,M,UCAR-EPT,Ecole Polytechnique de Tunisie,Licence,M1,2024,Tunis,Non,7.58,6.82,5,5,actif,2023-2024
ETU-24F3FA42,Ben Ali,Mariem,F,UCAR-EPT,Ecole Polytechnique de Tunisie,Cycle Ingénieur,M2,2023,Sousse,Non,9.92,11.05,7,1,actif,2023-2024
ETU-B39318A1,Mansouri,Tarek,M,UCAR-EPT,Ecole Polytechnique de Tunisie,Master,M1,2021,Tunis,Non,13.34,14.06,4,2,actif,2023-2024
ETU-72AE425C,Aloui,Bilel,M,UCAR-EPT,Ecole Polytechnique de Tunisie,Doctorat,L1,2024,Nabeul,Non,10.27,9.04,7,4,actif,2023-2024
ETU-1A360BC8,Belhaj,Sarra,F,UCAR-EPT,Ecole Polytechnique de Tunisie,Master,M2,2021,Zaghouan,Oui,13.78,14.42,8,1,diplome,2023-2024
ETU-787B08BD,Mzoughi,Maissa,F,UCAR-EPT,Ecole Polytechnique de Tunisie,Licence,M1,2022,Tunis,Non,13.5,14.87,3,0,actif,2023-2024
ETU-8C3FE457,Chaari,Sami,M,UCAR-EPT,Ecole Polytechnique de Tunisie,Cycle Ingénieur,M1,2020,Sfax,Non,15.49,14.12,2,5,actif,2023-2024
ETU-F1B440A4,Sfaxi,Khaled,M,UCAR-EPT,Ecole Polytechnique de Tunisie,Master,L3,2024,Monastir,Non,14.02,15.69,6,5,actif,2023-2024
ETU-575FC423,Khlifi,Rania,F,UCAR-EPT,Ecole Polytechnique de Tunisie,Licence,M2,2024,Zaghouan,Non,11.62,12.81,9,5,diplome,2023-2024
ETU-232AB6BB,Sfaxi,Mehdi,M,UCAR-EPT,Ecole Polytechnique de Tunisie,Doctorat,L3,2020,Ben Arous,Non,9.44,11.43,1,1,actif,2023-2024
ETU-224D3ED4,Hamdi,Lina,F,UCAR-EPT,Ecole Polytechnique de Tunisie,Licence,L2,2021,Ben Arous,Oui,7.51,8.19,6,8,actif,2023-2024
ETU-01D642B9,Jebali,Sarra,F,UCAR-EPT,Ecole Polytechnique de Tunisie,Cycle Ingénieur,M1,2024,Ariana,Non,6.18,6.96,0,0,actif,2023-2024
ETU-509E7CA1,Baccouche,Lina,F,UCAR-EPT,Ecole Polytechnique de Tunisie,Cycle Ingénieur,M1,2021,Sousse,Non,3.87,5.73,39,8,abandonne,2023-2024
ETU-D9775CDE,Ben Ali,Ahmed,M,UCAR-EPT,Ecole Polytechnique de Tunisie,Cycle Ingénieur,L3,2022,Ben Arous,Oui,4.86,3.7,34,32,abandonne,2023-2024
ETU-5491B135,Chaari,Sarra,F,UCAR-EPT,Ecole Polytechnique de Tunisie,Master,M2,2022,Sousse,Oui,15.42,14.75,5,7,diplome,2023-2024
ETU-BA44E6D2,Chaari,Sirine,F,UCAR-EPT,Ecole Polytechnique de Tunisie,Doctorat,M1,2024,Tunis,Non,14.23,15.67,2,5,actif,2023-2024
ETU-70BE77DA,Mansouri,Fatma,F,UCAR-EPT,Ecole Polytechnique de Tunisie,Master,M1,2020,Zaghouan,Non,8.65,10.38,7,10,actif,2023-2024
ETU-0605C2B3,Belhaj,Mehdi,M,UCAR-EPT,Ecole Polytechnique de Tunisie,Licence,M2,2024,Bizerte,Non,12.61,14.04,3,6,actif,2023-2024
ETU-63ACF7BC,Sfaxi,Nizar,M,UCAR-EPT,Ecole Polytechnique de Tunisie,Cycle Ingénieur,M1,2024,Ariana,Non,7.59,7.75,1,2,actif,2023-2024
ETU-EE8F80DB,Trabelsi,Asma,F,UCAR-EPT,Ecole Polytechnique de Tunisie,Doctorat,M1,2022,Sfax,Non,15.04,15.87,12,15,actif,2023-2024
ETU-10537EFA,Hamdi,Khaled,M,UCAR-EPT,Ecole Polytechnique de Tunisie,Cycle Ingénieur,M2,2020,Nabeul,Non,16.99,17.25,7,4,actif,2023-2024
ETU-7A6F67F7,Sfaxi,Sami,M,UCAR-EPT,Ecole Polytechnique de Tunisie,Doctorat,L1,2023,Zaghouan,Oui,10.7,9.98,6,1,actif,2023-2024
ETU-2BBFB99F,Baccouche,Khaled,M,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Master,L1,2021,Nabeul,Non,16.9,17.44,1,3,actif,2023-2024
ETU-6AD22995,Baccouche,Rania,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Master,M1,2024,Ben Arous,Non,16.4,18.17,12,7,actif,2023-2024
ETU-99F58264,Gafsi,Sarra,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Cycle Ingénieur,M1,2021,Bizerte,Non,17.04,17.14,4,1,actif,2023-2024
ETU-4958758B,Mansouri,Mehdi,M,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Cycle Ingénieur,L2,2023,Sfax,Non,10.06,10.55,3,0,actif,2023-2024
ETU-10974D45,Khlifi,Maissa,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Master,M1,2020,Ben Arous,Oui,15.11,15.81,11,0,actif,2023-2024
ETU-E54226CE,Jebali,Lina,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Cycle Ingénieur,L1,2021,Sfax,Non,11.1,9.63,4,7,actif,2023-2024
ETU-2100929A,Belhaj,Salma,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Licence,M2,2022,Monastir,Non,8.53,9.49,3,6,actif,2023-2024
ETU-57F98104,Baccouche,Adam,M,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Licence,L2,2023,Monastir,Non,14.01,14.98,8,9,actif,2023-2024
ETU-F0B3346A,Dridi,Sarra,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Doctorat,L3,2023,Monastir,Non,14.52,14.86,1,2,diplome,2023-2024
ETU-88D90969,Mansouri,Nour,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Licence,L3,2021,Ben Arous,Non,15.98,16.64,5,1,actif,2023-2024
ETU-D6A25FB5,Ben Ali,Ahmed,M,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Cycle Ingénieur,L3,2021,Ben Arous,Non,16.85,18.26,11,12,diplome,2023-2024
ETU-C477B963,Gafsi,Asma,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Master,L2,2022,Sfax,Non,7.59,6.44,11,1,actif,2023-2024
ETU-7C1C0B72,Hamdi,Mehdi,M,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Doctorat,L3,2021,Manouba,Oui,11.83,11.99,4,4,diplome,2023-2024
ETU-25567592,Trabelsi,Salma,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Licence,M2,2022,Tunis,Non,8.46,8.91,8,4,actif,2023-2024
ETU-6B3667ED,Khemiri,Khaled,M,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Cycle Ingénieur,L1,2022,Manouba,Non,16.94,18.82,10,8,actif,2023-2024
ETU-B81CE972,Ben Ali,Mehdi,M,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Doctorat,L2,2020,Sousse,Non,9.79,10.3,11,13,actif,2023-2024
ETU-5E7EF8CD,Chaari,Mehdi,M,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Cycle Ingénieur,M1,2024,Zaghouan,Non,11.09,9.64,9,6,actif,2023-2024
ETU-8FE42815,Trabelsi,Rim,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Doctorat,L1,2020,Ben Arous,Non,11.73,10.41,2,4,actif,2023-2024
ETU-78D49963,Khemiri,Sarra,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Doctorat,L3,2023,Nabeul,Non,15.56,14.25,11,12,actif,2023-2024
ETU-F359B318,Hamdi,Rami,M,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Master,L2,2021,Ariana,Oui,17.48,19.37,12,4,actif,2023-2024
ETU-F12C0FD8,Belhaj,Hedi,M,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Licence,L3,2020,Sfax,Non,8.27,6.97,2,4,actif,2023-2024
ETU-B7C726B3,Khlifi,Maissa,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Licence,L2,2023,Ben Arous,Non,8.87,7.87,12,1,actif,2023-2024
ETU-3E95B33C,Gafsi,Rim,F,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Master,M1,2021,Monastir,Non,10.18,10.97,11,2,actif,2023-2024
ETU-15DF1F13,Aloui,Mohamed,M,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Cycle Ingénieur,M1,2023,Ben Arous,Non,9.19,7.88,11,5,actif,2023-2024
ETU-61D18DC3,Aloui,Yassine,M,UCAR-ESTI,Ecole Supérieure de Technologie et d'Informatique à Carthage,Cycle Ingénieur,L2,2021,Monastir,Non,14.34,15.67,0,3,actif,2023-2024
ETU-B7886163,Oueslati,Rami,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Master,L3,2022,Tunis,Non,2.51,1.83,24,22,abandonne,2023-2024
ETU-3487205B,Mansouri,Maissa,F,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Licence,L3,2023,Monastir,Non,15.53,16.06,4,4,diplome,2023-2024
ETU-4E1581A4,Ben Ali,Asma,F,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Master,L2,2024,Sousse,Non,16.69,17.84,2,3,actif,2023-2024
ETU-D89D8B01,Belhaj,Yassine,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Doctorat,M2,2021,Sfax,Non,8.8,7.65,7,7,actif,2023-2024
ETU-D0265FDC,Dridi,Hedi,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Cycle Ingénieur,M1,2021,Bizerte,Non,10.53,10.09,0,3,actif,2023-2024
ETU-39C18A6B,Khlifi,Ahmed,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Cycle Ingénieur,M2,2021,Zaghouan,Non,9.58,10.39,11,2,actif,2023-2024
ETU-B0E52D65,Mansouri,Nizar,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Licence,L2,2022,Ariana,Oui,16.85,18.74,4,5,actif,2023-2024
ETU-55BF5AAB,Ayari,Hamza,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Master,M2,2022,Bizerte,Oui,15.71,16.94,6,7,diplome,2023-2024
ETU-43C9AC25,Aloui,Maissa,F,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Master,M2,2020,Sousse,Non,12.04,11.19,7,8,diplome,2023-2024
ETU-80A0F148,Ben Ali,Nizar,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Licence,L2,2022,Nabeul,Non,11.96,13.14,11,8,actif,2023-2024
ETU-EBCD061F,Mzoughi,Ahmed,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Licence,M1,2020,Sousse,Oui,16.7,15.24,9,3,actif,2023-2024
ETU-8C55E2AC,Khemiri,Sirine,F,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Master,M2,2022,Ariana,Non,14.34,13.19,2,4,actif,2023-2024
ETU-E2C724F7,Trabelsi,Ines,F,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Licence,L3,2023,Sousse,Oui,13.01,13.65,10,1,diplome,2023-2024
ETU-4B5B87C3,Baccouche,Maissa,F,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Doctorat,L1,2024,Sousse,Non,10.91,12.85,10,7,actif,2023-2024
ETU-C23CCF74,Zouaghi,Mohamed,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Licence,M1,2024,Tunis,Non,13.43,13.77,6,8,actif,2023-2024
ETU-27E8C118,Sfaxi,Lina,F,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Master,M2,2021,Ben Arous,Oui,10.45,9.35,3,4,diplome,2023-2024
ETU-A3732008,Oueslati,Mehdi,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Licence,M1,2024,Ariana,Non,11.86,13.31,3,3,actif,2023-2024
ETU-F94630CE,Ben Ali,Tarek,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Doctorat,L2,2022,Nabeul,Non,17.45,16.41,0,2,actif,2023-2024
ETU-93B932D3,Mansouri,Rim,F,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Master,M1,2020,Bizerte,Non,13.36,12.05,12,12,actif,2023-2024
ETU-A5B3BD5F,Dridi,Rami,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Cycle Ingénieur,M1,2020,Bizerte,Non,12.49,13.02,7,8,actif,2023-2024
ETU-2B7D4988,Ben Ali,Hajer,F,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Licence,L1,2024,Nabeul,Oui,4.41,6.2,19,7,actif,2023-2024
ETU-6FF9CB53,Hamdi,Bilel,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Master,M2,2021,Bizerte,Non,10.95,12.58,1,0,diplome,2023-2024
ETU-9E1BC1C2,Ben Ali,Rami,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Cycle Ingénieur,L2,2020,Nabeul,Oui,12.69,11.59,10,8,actif,2023-2024
ETU-344FE7F0,Oueslati,Maissa,F,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Cycle Ingénieur,L3,2024,Monastir,Non,6.38,7.02,11,12,actif,2023-2024
ETU-DBD0EDA1,Aloui,Nizar,M,UCAR-ESSAI,Ecole Supérieure des Statistiques et d'Analyse de l'Information,Licence,M2,2024,Monastir,Oui,8.19,8.23,10,6,actif,2023-2024
ETU-43E05474,Ayari,Adam,M,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Master,L3,2024,Sousse,Non,11.78,12.28,10,11,actif,2023-2024
ETU-802A194C,Sfaxi,Mariem,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Master,M2,2023,Bizerte,Non,15.21,15.62,7,8,actif,2023-2024
ETU-96CE6D16,Chaari,Salma,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Doctorat,L3,2020,Sfax,Non,10.22,8.95,3,4,diplome,2023-2024
ETU-6E49518B,Dridi,Yassine,M,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Licence,L3,2024,Zaghouan,Non,16.06,17.86,1,1,actif,2023-2024
ETU-143F0EA4,Trabelsi,Maissa,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Doctorat,L2,2022,Zaghouan,Non,7.15,7.0,8,7,actif,2023-2024
ETU-45EDC6F7,Ayari,Sirine,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Doctorat,M1,2023,Sfax,Oui,17.42,19.08,12,3,actif,2023-2024
ETU-E1D586C0,Gafsi,Maissa,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Doctorat,M1,2022,Manouba,Non,10.09,9.51,10,11,actif,2023-2024
ETU-F5E78FE5,Sfaxi,Fatma,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Cycle Ingénieur,L2,2022,Manouba,Non,8.24,6.85,12,13,actif,2023-2024
ETU-19602D41,Ayari,Lina,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Licence,M1,2020,Sousse,Non,13.05,14.93,1,1,actif,2023-2024
ETU-E2E13298,Trabelsi,Mariem,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Master,L2,2022,Nabeul,Non,14.5,13.58,0,2,actif,2023-2024
ETU-F3063B61,Mzoughi,Hajer,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Cycle Ingénieur,M1,2023,Manouba,Non,7.96,8.43,0,2,actif,2023-2024
ETU-881108F5,Ben Ali,Mariem,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Doctorat,M2,2023,Zaghouan,Oui,12.71,14.64,3,6,diplome,2023-2024
ETU-509EF31E,Aloui,Sami,M,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Doctorat,L1,2021,Monastir,Oui,7.12,5.8,8,0,actif,2023-2024
ETU-33B8C7A0,Mansouri,Hajer,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Master,L2,2021,Ariana,Non,15.61,16.63,11,7,actif,2023-2024
ETU-27C5F015,Mansouri,Sami,M,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Licence,L2,2022,Zaghouan,Non,9.05,8.24,9,10,actif,2023-2024
ETU-6A2AB179,Gafsi,Rim,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Master,M2,2020,Zaghouan,Non,12.47,12.39,4,7,actif,2023-2024
ETU-47DC6483,Aloui,Khaled,M,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Doctorat,L1,2023,Ariana,Non,9.68,9.91,5,7,actif,2023-2024
ETU-D65C3B9D,Hamdi,Mohamed,M,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Cycle Ingénieur,L1,2024,Bizerte,Non,16.73,17.93,7,6,actif,2023-2024
ETU-8ECB5F45,Mansouri,Sarra,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Licence,L3,2021,Bizerte,Non,14.76,16.37,6,8,diplome,2023-2024
ETU-3B0DA6A9,Mansouri,Lina,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Doctorat,L2,2020,Tunis,Non,8.22,7.35,12,6,actif,2023-2024
ETU-CBE29AC0,Mzoughi,Mehdi,M,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Master,M2,2023,Ben Arous,Oui,7.3,7.65,7,10,actif,2023-2024
ETU-FE4C5EDB,Zouaghi,Rim,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Cycle Ingénieur,M1,2022,Nabeul,Non,15.42,16.6,12,10,actif,2023-2024
ETU-CD821074,Dridi,Mariem,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Licence,M2,2024,Bizerte,Oui,8.83,9.02,4,3,actif,2023-2024
ETU-E7C0499E,Aloui,Mehdi,M,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Master,L3,2022,Ben Arous,Non,15.47,15.31,9,6,diplome,2023-2024
ETU-AF7314A8,Oueslati,Nizar,M,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Licence,M2,2020,Nabeul,Non,16.77,16.36,4,1,actif,2023-2024
ETU-B6DFD611,Aloui,Tarek,M,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Doctorat,L2,2021,Ben Arous,Non,8.17,8.64,3,3,actif,2023-2024
ETU-4656F26A,Belhaj,Sarra,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Licence,M1,2021,Tunis,Oui,9.31,9.53,1,2,actif,2023-2024
ETU-EEBC0005,Oueslati,Ines,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Licence,M2,2024,Manouba,Non,15.94,15.16,1,3,actif,2023-2024
ETU-6C4C59A4,Jebali,Amira,F,UCAR-ESAC,Ecole Supérieure de l'Audiovisuel et du Cinéma de Gammarth,Cycle Ingénieur,M1,2022,Ariana,Non,14.1,15.24,3,0,actif,2023-2024
ETU-D2105BEC,Aloui,Bilel,M,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Cycle Ingénieur,M1,2020,Sousse,Oui,15.96,16.45,1,2,actif,2023-2024
ETU-CBE51825,Gafsi,Sarra,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Licence,L1,2023,Sfax,Non,7.34,8.15,6,5,actif,2023-2024
ETU-85737140,Mzoughi,Hajer,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Doctorat,M2,2023,Monastir,Oui,14.41,13.11,6,7,actif,2023-2024
ETU-F5B39150,Zouaghi,Sirine,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Licence,L2,2024,Sousse,Oui,17.01,16.01,0,1,actif,2023-2024
ETU-3BD3E4F5,Khemiri,Ahmed,M,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Master,M1,2021,Nabeul,Non,15.28,16.6,8,0,actif,2023-2024
ETU-E83DD679,Belhaj,Asma,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Master,L3,2023,Ben Arous,Non,15.97,17.33,1,1,actif,2023-2024
ETU-91B4D4A9,Mansouri,Salma,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Licence,L1,2021,Zaghouan,Oui,10.62,9.62,5,6,actif,2023-2024
ETU-22B322A4,Baccouche,Rim,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Master,M2,2022,Ariana,Non,12.85,12.6,9,6,diplome,2023-2024
ETU-DF21F362,Baccouche,Salma,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Doctorat,L2,2024,Ariana,Non,8.04,10.03,1,4,actif,2023-2024
ETU-1DA5F031,Baccouche,Anis,M,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Licence,M1,2023,Sousse,Non,16.36,17.37,3,0,actif,2023-2024
ETU-487C41AC,Mansouri,Rim,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Cycle Ingénieur,M2,2023,Ben Arous,Non,4.01,3.08,39,35,abandonne,2023-2024
ETU-6C0C55A4,Mzoughi,Fatma,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Cycle Ingénieur,M1,2020,Tunis,Non,15.63,16.14,12,8,actif,2023-2024
ETU-9A267172,Oueslati,Amira,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Doctorat,L2,2023,Nabeul,Non,16.09,17.55,7,10,actif,2023-2024
ETU-48E977C9,Trabelsi,Tarek,M,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Doctorat,L1,2021,Sousse,Non,8.56,8.71,3,4,actif,2023-2024
ETU-4525BC56,Ben Ali,Amira,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Master,L1,2020,Manouba,Oui,8.46,8.65,2,0,actif,2023-2024
ETU-3BCF10BA,Khlifi,Sami,M,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Doctorat,M2,2024,Tunis,Non,10.4,11.97,9,10,actif,2023-2024
ETU-A114ADCF,Hamdi,Lina,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Master,M2,2022,Tunis,Non,8.28,7.95,4,5,actif,2023-2024
ETU-143D00C3,Ben Ali,Salma,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Master,M1,2023,Manouba,Non,13.22,12.7,8,4,actif,2023-2024
ETU-25D687A6,Gafsi,Rania,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Master,L2,2020,Sousse,Oui,17.34,17.6,7,3,actif,2023-2024
ETU-9D85E47C,Trabelsi,Sirine,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Doctorat,L3,2022,Ariana,Non,14.76,13.82,0,2,diplome,2023-2024
ETU-6141A30B,Belhaj,Khaled,M,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Licence,L3,2024,Tunis,Oui,15.93,15.74,6,6,diplome,2023-2024
ETU-4946388E,Dridi,Anis,M,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Master,M1,2021,Ben Arous,Non,16.46,15.39,12,7,actif,2023-2024
ETU-9F8AD524,Baccouche,Sirine,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Master,L1,2022,Manouba,Non,12.93,14.84,1,4,actif,2023-2024
ETU-BB882331,Trabelsi,Amira,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Cycle Ingénieur,L3,2022,Sousse,Oui,12.89,14.06,1,3,diplome,2023-2024
ETU-1C1D8EB8,Sfaxi,Hamza,M,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Doctorat,M1,2021,Sfax,Non,15.93,15.56,5,7,actif,2023-2024
ETU-D2A8556C,Ayari,Ahmed,M,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Cycle Ingénieur,L2,2024,Tunis,Non,10.68,11.01,8,3,actif,2023-2024
ETU-F9F9DB13,Mansouri,Sarra,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Doctorat,L2,2022,Sousse,Oui,15.4,16.91,11,6,actif,2023-2024
ETU-71B30AF4,Baccouche,Rim,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Cycle Ingénieur,L1,2022,Bizerte,Non,17.4,18.8,8,10,actif,2023-2024
ETU-4323C657,Mzoughi,Nizar,M,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Cycle Ingénieur,L3,2023,Monastir,Oui,17.45,16.74,12,0,diplome,2023-2024
ETU-82A394A8,Khlifi,Hamza,M,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Master,L1,2021,Manouba,Non,9.24,9.48,8,9,actif,2023-2024
ETU-05A8CFC1,Sfaxi,Sarra,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Cycle Ingénieur,L3,2020,Monastir,Non,9.9,11.22,10,13,actif,2023-2024
ETU-7E6DEC24,Zouaghi,Nour,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Master,M2,2023,Ben Arous,Oui,10.61,9.27,11,14,diplome,2023-2024
ETU-6DE27C30,Khemiri,Amira,F,UCAR-IPEIB,Institut Préparatoire aux Etudes d'Ingénieur de Bizerte,Cycle Ingénieur,M1,2021,Nabeul,Non,6.48,5.13,10,13,actif,2023-2024
